Time,X,Y
0.0,477.6622,285.3203
0.03333330939447752,475.25006,284.7409
0.06666661878895504,473.7699,283.80054
0.09999992818343256,473.76678,283.80298
0.13333323757791007,473.76855,283.8035
0.1666665469723876,473.7571,283.78796
0.19999985636686513,473.754,283.78955
0.23333316576134266,473.75565,283.78958
0.26666647515582015,473.73312,283.75607
0.2999997845502977,472.3027,282.38855
0.3333330939447752,467.64587,283.05505
0.36666640333925277,408.35907,268.63666
0.39999971273373025,379.4892,255.74336
0.4333330221282078,373.65765,248.79196
0.46666633152268533,373.64838,248.78069
0.4999996409171628,373.03052,243.62608
0.5333329503116403,372.11472,240.24051
0.5666662597061178,369.42416,232.42914
0.5999995691005954,348.98315,211.65596
0.6333328784950729,338.8493,206.20903
0.6666661878895505,338.74762,206.19933
0.699999497284028,337.58514,206.87846
0.7333328066785055,335.35147,206.89842
0.766666116072983,331.78717,206.3212
0.7999994254674605,330.71747,207.6416
0.833332734861938,330.74316,207.71951
0.8666660442564156,330.7292,207.70398
0.8999993536508931,330.72754,207.70312
0.9333326630453707,330.74203,207.7018
0.9666659724398481,329.49197,195.81488
0.9999992818343256,330.44617,183.12045
1.0333325912288032,332.19568,180.31775
1.0666659006232806,331.50113,179.36165
1.0999992100177582,330.88297,177.65869
1.1333325194122357,330.77576,177.58424
1.1666658288067133,331.87366,177.63147
1.1999991382011908,331.90347,176.819
1.2333324475956684,331.8988,176.81346
1.2666657569901458,331.89032,176.80261
1.2999990663846233,331.91885,176.81598
1.333332375779101,332.0066,176.81046
1.3666656851735783,331.98492,176.79391
1.399998994568056,331.9618,176.77963
1.4333323039625334,331.98752,176.81392
1.466665613357011,332.01062,176.8276
1.4999989227514885,332.0219,176.83484
1.533332232145966,332.01093,176.83159
1.5666655415404436,332.04205,176.84601
1.599998850934921,332.0534,176.8509
1.6333321603293987,332.06543,176.85786
1.666665469723876,331.88187,176.10773
1.6999987791183537,331.87262,176.10257
1.7333320885128312,331.87332,176.10466
1.7666653979073086,331.87262,176.10251
1.7999987073017862,331.87766,176.10155
1.8333320166962637,331.8766,176.10513
1.8666653260907413,344.4002,179.07413
1.8999986354852187,713.55756,296.06622
1.9333319448796962,928.599,352.37265
1.9666652542741738,1369.5493,500.87506
2.1999984200355165,1869.0916,1054.3015
2.233331729429994,1859.2092,1048.3152
2.2666650388244713,1852.3821,1047.8496
2.299998348218949,1847.1654,1048.1038
2.3333316576134266,1847.1749,1048.099
2.366664967007904,1848.4263,1047.7195
2.3999982764023815,1847.4661,1044.5731
2.433331585796859,1847.4122,1042.2136
2.466664895191337,1847.3264,1040.9824
2.4999982045858142,1847.3917,1041.0337
2.5333315139802917,1847.3784,1041.0288
2.566664823374769,1845.7035,1040.0823
2.5999981327692465,1845.6846,1039.5787
2.6333314421637244,1845.6819,1039.5823
2.666664751558202,1844.5023,1039.3612
2.6999980609526792,1841.4468,1038.5659
2.7333313703471567,1841.4392,1038.5518
2.7666646797416345,1841.6333,1038.7007
2.799997989136112,1841.6174,1038.8704
2.8333312985305894,1841.632,1038.6326
2.866664607925067,1841.6246,1038.6317
2.8999979173195443,1841.6254,1038.6345
2.933331226714022,1841.6453,1038.6461
2.9666645361084996,1841.5624,1038.6282
2.999997845502977,1841.3068,1038.5071
3.0333311548974544,1841.2998,1038.5002
3.066664464291932,1841.3005,1038.4663
3.0999977736864097,1841.3008,1038.4362
3.133331083080887,1841.2522,1038.6085
3.1666643924753646,1841.2786,1038.6389
3.199997701869842,1839.8448,1034.3816
3.2333310112643194,1839.4171,1030.8555
3.2666643206587973,1839.4475,1030.867
3.2999976300532747,1839.4244,1030.8542
3.333330939447752,1839.0092,1030.5002
3.3666642488422296,1838.97,1030.4672
3.3999975582367075,1838.9907,1030.4902
3.433330867631185,1838.6702,1030.3811
3.4666641770256623,1844.4917,1039.4956
3.4999974864201397,1847.0557,1042.3389
3.533330795814617,1847.0343,1042.3275
3.566664105209095,1847.0186,1042.318
3.5999974146035725,1847.7828,1042.1626
3.63333072399805,1847.8081,1042.1752
3.6666640333925273,1847.7891,1042.1753
3.6999973427870048,1847.7931,1042.1792
3.7333306521814826,1847.7202,1042.0896
3.76666396157596,1847.6869,1042.0435
3.7999972709704375,1847.8174,1041.977
3.833330580364915,1847.8239,1042.0171
3.8666638897593923,1847.7012,1041.8696
3.89999719915387,1846.6805,1039.6014
3.9333305085483476,1846.8992,1037.9103
3.966663817942825,1847.5975,1034.738
3.9999971273373025,1847.6194,1034.7297
4.03333043673178,1847.6843,1034.789
4.066663746126258,1847.6847,1034.7866
