Time,X,Y
0.0,855.37085,702.94543
0.033333324865511056,860.62573,689.5809
0.06666664973102211,864.6348,681.77905
0.09999997459653318,865.426,680.13257
0.13333329946204422,867.50336,679.3695
0.1666666243275553,870.84033,681.5408
0.19999994919306635,876.75,687.0752
0.2333332740585774,879.2318,689.63086
0.26666659892408845,879.2262,690.3792
0.2999999237895995,880.74335,691.1391
0.3333332486551106,887.90356,690.1031
0.36666657352062165,904.6028,684.22595
0.3999998983861327,924.1194,678.91125
0.43333322325164375,943.847,678.801
0.4666665481171548,958.3839,673.7893
0.49999987298266585,958.63586,673.24536
0.5333331978481769,958.2195,672.89404
0.566666522713688,960.4539,674.7274
0.599999847579199,971.01105,687.0724
0.6333331724447101,980.0118,700.89136
0.6666664973102212,981.0663,705.3862
0.6999998221757322,981.06573,705.5114
0.7333331470412433,978.2731,705.0626
0.7666664719067543,977.2498,706.628
0.7999997967722654,975.1881,705.39087
0.8333331216377764,972.54785,705.496
0.8666664465032875,948.8384,681.7943
0.8999997713687986,950.1177,696.8916
0.9333330962343096,934.7697,695.14575
0.9666664210998207,926.59753,692.739
0.9999997459653317,925.0017,691.0842
1.0333330708308428,920.81213,687.91797
1.0666663956963538,906.0652,687.06055
1.0999997205618648,880.20264,688.90784
1.133333045427376,852.16565,689.6875
1.166666370292887,844.54834,688.3895
1.199999695158398,842.7825,684.73914
1.2333330200239092,842.965,683.9199
1.2666663448894202,842.8061,683.6428
1.2999996697549312,835.8937,680.5027
1.3333329946204424,833.06964,677.7043
1.3666663194859534,829.8869,670.27374
1.3999996443514644,827.55304,654.2265
1.4333329692169754,827.06177,624.5584
1.4666662940824866,804.7412,553.84705
1.4999996189479976,800.5276,538.11914
1.5333329438135086,800.1088,559.2804
1.5666662686790198,777.7725,570.1421
1.5999995935445308,772.4304,572.43933
1.6333329184100418,765.48364,581.0502
1.6666662432755528,749.01294,591.65186
1.699999568141064,728.26013,602.06476
1.733332893006575,727.20544,606.03455
1.766666217872086,732.3944,602.2273
1.7999995427375972,760.01404,597.75653
1.8333328676031082,796.6798,612.4114
1.8666661924686192,829.70087,645.405
1.8999995173341302,831.3517,647.64276
1.9333328421996414,831.36237,647.6699
1.9666661670651524,835.92883,648.2516
1.9999994919306634,849.2523,645.0327
2.0333328167961744,891.39,617.7537
2.0666661416616856,972.6786,565.6129
2.099999466527197,1082.7264,490.03812
2.1333327913927076,1165.4268,399.4704
2.166666116258219,1174.3042,363.95825
2.1999994411237296,1155.7463,352.06824
2.233332765989241,1154.5162,351.39944
2.266666090854752,1169.4727,349.12354
2.299999415720263,1172.8455,347.88147
2.333332740585774,1165.4902,348.53046
2.366666065451285,1139.2549,359.7727
2.399999390316796,1092.62,377.9362
2.433332715182307,976.2065,451.9542
2.4666660400478184,768.3179,559.98474
2.499999364913329,582.01904,620.9769
2.5333326897788404,420.94382,658.2222
2.5666660146443516,338.4813,659.4155
2.5999993395098624,343.72083,656.49927
2.6333326643753736,386.89133,637.97363
2.666665989240885,419.47363,611.1908
2.6999993141063956,503.8172,569.7138
2.733332638971907,675.1069,508.95346
2.7666659638374176,920.79,433.22034
2.799999288702929,1204.5239,381.65033
2.83333261356844,1412.7917,358.73962
2.866665938433951,1571.1273,353.27444
2.899999263299462,1578.0537,354.07718
2.933332588164973,1448.5082,370.73373
2.966665913030484,1161.5005,395.45032
2.999999237895995,831.08405,437.2153
3.0333325627615064,424.75677,463.59827
3.066665887627017,168.18472,446.5606
3.0999992124925284,129.46313,426.1919
3.1333325373580396,233.67467,406.78314
3.1666658622235504,413.45288,387.73425
3.1999991870890616,742.426,366.53186
3.2333325119545724,1074.8956,362.07486
3.2666658368200836,1314.0542,376.62552
3.299999161685595,1433.6079,393.45474
3.3333324865511056,1439.6097,411.91013
3.366665811416617,1394.8671,436.88956
3.399999136282128,1317.5569,459.0174
3.433332461147639,1253.6052,475.97583
3.46666578601315,1240.1255,471.15335
3.4999991108786612,1249.9193,433.62305
3.533332435744172,1263.3584,351.2394
3.566665760609683,1265.9579,302.2812
3.5999990854751944,1266.0623,294.0186
3.633332410340705,1263.7473,294.18073
3.6666657352062164,1261.3994,305.95135
3.699999060071727,1237.311,375.89914
3.7333323849372384,1165.1799,507.81256
3.7666657098027496,1084.2246,613.39825
3.7999990346682604,1014.0548,621.37506
3.8333323595337716,995.13245,600.72046
3.866665684399283,1011.917,532.4197
3.8999990092647936,1071.7944,396.93365
3.933332334130305,1122.0913,269.66455
3.966665658995816,1133.903,259.99554
3.999998983861327,1131.1315,263.28644
4.033332308726838,1107.1981,318.6988
4.066665633592349,1053.7803,466.0035
4.09999895845786,975.77747,634.01135
4.133332283323371,921.71576,650.282
4.166665608188882,891.28986,650.1923
4.199998933054394,880.4081,628.8922
4.233332257919904,889.26086,576.36804
4.266665582785415,890.3325,536.8501
4.299998907650926,861.72046,527.428
4.333332232516438,837.12836,522.65344
4.366665557381949,800.6351,518.23706
4.399998882247459,756.0759,500.00977
4.43333220711297,705.15186,447.36786
4.466665531978482,666.32947,414.32483
4.499998856843993,654.41833,414.3044
4.533332181709504,654.4208,414.29974
4.566665506575015,654.52954,420.2743
4.599998831440526,651.6272,426.9797
4.633332156306037,651.6104,426.9246
4.666665481171548,651.6066,426.8824
4.699998806037059,651.5651,426.86087
4.73333213090257,643.5562,439.44717
4.766665455768082,630.83655,460.27377
4.799998780633592,633.46857,461.20465
4.833332105499103,643.48975,454.165
4.866665430364614,652.04645,444.5516
4.899998755230126,669.1511,429.1714
4.933332080095637,709.0469,399.1333
4.966665404961147,816.19727,325.02786
4.999998729826658,952.1953,234.01048
5.03333205469217,1112.6039,175.50342
5.066665379557681,1178.668,154.82709
5.099998704423192,1184.9556,151.62332
5.133332029288703,1169.8821,151.7846
5.166665354154214,1144.2621,155.56369
5.199998679019725,1086.2186,164.61475
5.233332003885236,991.49176,181.59215
5.266665328750747,902.8638,197.6521
5.299998653616258,824.6814,212.39964
5.33333197848177,770.48126,227.11615
5.36666530334728,713.9043,250.95753
5.399998628212791,664.9536,276.5456
5.433331953078302,632.9317,295.97232
5.466665277943814,623.6406,305.637
5.499998602809325,622.29565,306.4231
5.533331927674835,622.3244,306.4064
5.566665252540346,623.6592,305.5891
5.599998577405858,625.431,304.85696
5.633331902271369,624.8643,303.2462
5.66666522713688,623.99634,303.12402
5.699998552002391,638.87854,299.73914
5.733331876867902,718.75214,279.58936
5.766665201733413,858.1992,254.68573
5.799998526598924,1026.1719,209.74416
5.833331851464435,1132.3884,174.18938
5.866665176329946,1207.5933,148.7088
5.899998501195457,1214.6453,147.31387
5.933331826060968,1215.06,150.26863
5.966665150926479,1213.5984,161.19255
5.99999847579199,1212.2892,167.98965
6.033331800657502,1214.5411,182.13528
