Time,X,Y
1.166665784148717,1461.2422,450.74982
1.1999990922672517,1461.2195,450.74292
1.2333324003857864,1461.2991,450.79385
1.2666657085043211,1461.3262,450.83588
1.2999990166228559,1461.3167,450.8552
1.4999988653340646,1461.4688,450.94586
1.5333321734525993,1461.4424,450.93484
1.566665481571134,1461.4585,450.96863
1.5999987896896688,1461.3174,450.90875
1.6333320978082035,1461.332,450.90253
1.6666654059267383,1461.3353,450.90472
1.6999987140452733,1461.3373,450.90427
1.733332022163808,1461.3102,450.85785
1.7666653302823427,1461.46,450.75394
1.7999986384008775,1461.4607,450.75592
1.8333319465194122,1461.502,450.71924
1.866665254637947,1461.5266,450.7035
1.8999985627564817,1461.5181,450.68848
1.9333318708750165,1461.5176,450.68915
1.9666651789935512,1461.512,450.67996
1.9999984871120862,1461.513,450.68237
2.033331795230621,1461.5933,450.7082
2.0666651033491554,1461.6323,450.74597
2.0999984114676904,1461.6906,450.7737
2.133331719586225,1461.6782,450.7881
2.16666502770476,1461.7031,450.7677
2.199998335823295,1461.706,450.8009
2.2333316439418294,1461.7062,450.7906
2.2666649520603643,1461.7306,450.85126
2.299998260178899,1461.7385,450.82022
2.333331568297434,1461.7003,450.82965
2.3666648764159683,1461.6873,450.8192
2.3999981845345033,1461.616,450.82593
2.433331492653038,1461.6682,450.87634
2.466664800771573,1461.6384,450.85556
2.4999981088901078,1461.6394,450.84674
2.5333314170086423,1461.5743,450.82172
2.5666647251271772,1461.5986,450.83087
2.5999980332457118,1461.5964,450.81396
2.6333313413642467,1461.6008,450.81097
2.6666646494827813,1461.5739,450.77344
2.6999979576013162,1461.605,450.81647
2.7333312657198507,1461.5995,450.81335
2.7666645738383857,1461.598,450.81738
2.7999978819569207,1461.5908,450.82187
2.833331190075455,1461.5938,450.7917
2.86666449819399,1461.6062,450.7912
2.8999978063125247,1461.6223,450.80347
2.9333311144310596,1461.6162,450.81427
2.966664422549594,1461.6367,450.7629
2.999997730668129,1461.6149,450.77866
3.0333310387866637,1461.642,450.7891
3.0666643469051986,1461.6034,450.83075
3.0999976550237336,1461.6266,450.86014
3.133330963142268,1461.5928,450.86627
3.166664271260803,1461.6185,450.88504
3.1999975793793376,1873.4044,479.92365
3.2333308874978726,1873.4087,479.9323
3.266664195616407,1873.4121,479.93317
3.299997503734942,1873.4097,479.9333
3.3333308118534766,1873.4158,479.93985
3.3666641199720115,1873.4191,479.93884
3.3999974280905465,1873.4147,479.93124
3.433330736209081,1873.4194,479.94022
3.466664044327616,1873.4226,479.9457
3.4999973524461505,1873.4242,479.95404
3.5333306605646855,1873.4249,479.9499
3.56666396868322,1873.4286,479.96063
3.599997276801755,1873.4338,479.97412
3.6333305849202895,1873.4451,479.98013
3.6666638930388245,1873.44,479.9746
3.6999972011573594,1873.4421,479.9761
3.733330509275894,1873.441,479.9817
3.766663817394429,1872.917,480.0042
